"Estacion","Fecha inicial","Fecha final","NO"
"TANQUES EPM - GIRARDOTA","2025-01-12","","8.26838374"
"TANQUES EPM - GIRARDOTA","2025-01-11","","5.68427942"
"TANQUES EPM - GIRARDOTA","2025-01-10","","8.36122658"
"TANQUES EPM - GIRARDOTA","2025-01-09","","7.50458516"
"TANQUES EPM - GIRARDOTA","2025-01-08","","10.21422612"
"TANQUES EPM - GIRARDOTA","2025-01-07","","8.86068785"
"TANQUES EPM - GIRARDOTA","2025-01-06","","5.6270871"
"TANQUES EPM - GIRARDOTA","2025-01-05","","5.19774885"
"TANQUES EPM - GIRARDOTA","2025-01-04","","13.10632517"
"TANQUES EPM - GIRARDOTA","2025-01-03","","10.40030832"
"TANQUES EPM - GIRARDOTA","2025-01-02","","9.04473012"
"TANQUES EPM - GIRARDOTA","2025-01-01","","4.56833267"
"TANQUES EPM - GIRARDOTA","2024-12-31","","10.0009821"
"TANQUES EPM - GIRARDOTA","2024-12-30","","11.04650734"
"TANQUES EPM - GIRARDOTA","2024-12-29","","8.98582587"
"TANQUES EPM - GIRARDOTA","2024-12-28","","8.19394832"
"TANQUES EPM - GIRARDOTA","2024-12-27","","21.75461246"
"TANQUES EPM - GIRARDOTA","2024-12-26","","9.68015505"
"TANQUES EPM - GIRARDOTA","2024-12-25","","9.37984727"
"TANQUES EPM - GIRARDOTA","2024-12-24","","7.70530566"
"TANQUES EPM - GIRARDOTA","2024-12-23","","9.45524014"
"TANQUES EPM - GIRARDOTA","2024-12-22","","3.20999189"
"TANQUES EPM - GIRARDOTA","2024-12-21","","7.90845071"
"TANQUES EPM - GIRARDOTA","2024-12-20","","16.8949109"
"TANQUES EPM - GIRARDOTA","2024-12-19","","13.50676099"
"TANQUES EPM - GIRARDOTA","2024-12-18","","8.94779352"
"TANQUES EPM - GIRARDOTA","2024-12-17","","7.19612651"
"TANQUES EPM - GIRARDOTA","2024-12-16","","8.12624744"
"TANQUES EPM - GIRARDOTA","2024-12-15","","7.13722683"
"TANQUES EPM - GIRARDOTA","2024-12-14","","7.76733565"
"TANQUES EPM - GIRARDOTA","2024-12-13","","7.87348604"
"TANQUES EPM - GIRARDOTA","2024-12-12","","13.1195998"
"TANQUES EPM - GIRARDOTA","2024-12-11","","7.33364934"
"TANQUES EPM - GIRARDOTA","2024-12-10","","10.88139538"
"TANQUES EPM - GIRARDOTA","2024-12-09","","13.16799501"
"TANQUES EPM - GIRARDOTA","2024-12-08","","10.08682425"
