"Estacion","Fecha inicial","Fecha final","SO2"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-16","","6.41562295"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-15","","4.74767484"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-14","","13.30041561"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-13","","2.60771069"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-12","","1.71918202"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-11","","1.42933096"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-10","","1.84394605"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-09","","1.39659819"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-08","","2.67317623"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-07","","4.13523997"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-06","","2.67317623"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-05","","1.95305529"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-04","","1.81121328"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-03","","2.22582837"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-02","","0.97107218"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-04-01","","2.22582837"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-31","","3.32783163"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-30","","4.35345843"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-29","","3.98248704"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-28","","9.93985121"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-27","","4.62623152"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-26","","11.78379726"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-25","","18.09229479"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-24","","24.75688517"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-23","","30.08141579"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-22","","19.62875118"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-21","","25.2806095"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-20","","24.52775578"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-19","","35.0786187"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-18","","37.9700134"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-17","","26.08801783"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-16","","29.91775193"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-15","","35.62416487"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-14","","22.57470049"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-13","","20.39251582"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-12","","18.00302359"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-11","","18.87589747"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-10","","36.5734152"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-09","","21.82184678"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-08","","27.59372525"
"GIRARDOTA - S.O.S ABURRÁ NORTE","2020-03-07","","41.5160635"
